kernel_id,type,isolate,plate_name,protein,oil,total_density,bone_density,bone_volume,total_volume,repetitions,std_protein,std_oil,std_total_density,std_bone_density,std_bone_volume,std_total_volume,pc1,pc2,pc3,pc4
51919,NAM_parents,B73,07S-2047-01B,8.78388206879346,2.31101418309691,1.3269065148648,1.49178698558626,181.645105224834,201.706083345603,4,0.958687622874075,0.797664815571473,0.0814676074843595,0.0174721140177539,59.000501259896,56.9218702859813,,,,
51394,calibration,cal-41,cal-41,13.380482205013,3.56778890609121,1.35425058701252,1.52263459192053,216.941270073843,249.220056790744,5,0.706779336594569,0.37957142627817,0.030464783568331,0.0250770749123211,20.8684914565377,30.3926010589344,,,,
51468,calibration,cal-42,cal-42,12.325008744922,3.43750839054012,1.33573570177307,1.50550232335827,106.572596353259,114.262751532741,5,0.482587195416024,0.3016595854832,0.0652734045996332,0.0441703153011025,9.54439696821305,11.7766115129519,,,,
52052,NAM_parents,CML052,07S-2049-02A,12.2916152480375,2.71102985519581,1.52788321521262,1.56215764668587,171.791218560718,182.300251612535,4,0.682838654842939,0.747170195291259,0.0531070180159131,0.0379372122427014,14.4440045288995,11.8971212750019,,,,
51495,calibration,cal-43,cal-43,11.5520125223727,3.41778438286721,1.42764205919734,1.51289795095708,226.887762413245,255.146220902208,5,0.969717229543059,0.464439672990754,0.0105699197750009,0.0199343656171054,23.126718085476,27.4799935402802,,,,
52037,NAM_parents,CML052,07S-2049-02A,12.3514280648613,1.89724602232955,1.51725839951359,1.58894467609941,162.915337349398,172.728061226672,4,1.52834052041849,0.426147519894229,0.0784976541348427,0.0150314902472116,13.2033671058625,25.5416913904339,,,,
51375,calibration,misc_standards_19,misc_standards_19,14.4398926322855,0.999882738977941,1.3022669245559,1.58762357616714,121.90559701877,195.168586731979,187,0.941231292360864,0.598166840099044,0.0447936787016818,0.0315700656429591,21.9825686330281,33.3014364494363,,,,
52020,NAM_parents,B97,07S-2048-06B,9.77939982467689,3.1231674802832,1.33884050676264,1.46293818343507,234.425336469452,265.053835284323,4,1.06103227039015,0.846192860190581,0.0645500795339325,0.0499997502685732,17.2865530345194,22.3899181344886,,,,
52310,NAM_parents,CML103,07S-2051-04A,11.1879898974204,2.60407204026467,1.38057779608225,1.45499517431703,152.489889514929,179.919626656658,4,0.302953706552019,0.838292637735296,0.0529029649440498,0.00846360212907045,27.4114098594191,31.40802756846,,,,
51391,calibration,cal-41,cal-41,11.8726600582634,3.0870533891058,1.25103160324196,1.46914763101877,203.828366510487,237.187680680072,5,0.822513354267103,0.998246191402441,0.0234246638918058,0.0239466007124702,7.31705661226536,6.65648525119681,,,,
51432,calibration,cal-41,cal-41,14.2406869134829,5.56134243928865,1.45791705443013,1.60504940565806,122.676124037227,141.075420981767,5,0.718958822221177,0.382428360860239,0.0111777852849297,0.0243039640889236,5.41359106489407,7.53325507209421,,,,
51631,calibration,cal-46,cal-46,13.4753687038489,3.27418134717027,1.32945346229366,1.47389732451528,163.373538623842,194.400349921901,5,0.612441223446316,0.331898095693018,0.0287487474739591,0.0155493222255219,23.2670473276821,28.6322181083418,,,,
52228,NAM_parents,CML103,07S-2051-04A,11.1611141061414,1.99893657329875,1.43227993283271,1.47602012437133,174.043162611823,192.533303452133,4,0.661567275922076,0.201651965619794,0.0375340602131508,0.0134579661039663,10.5156188046105,7.5960455638503,,,,
51852,NAM_parents,B73,07S-2047-01A,10.7640713768127,3.72836469379329,1.29771174965151,1.48510367415656,157.197236918281,185.700632815937,4,1.02680509798717,1.07030649083449,0.0555588491048651,0.0225003068888957,1.09628967939303,12.7089567023548,,,,
51677,calibration,cal-47,cal-47,12.7243315392817,2.16123888723232,1.29835784873563,1.480375924984,104.225733414822,132.127180094179,5,0.852268661230012,0.247124429114031,0.0323717064386376,0.0376327125896907,23.4080120233237,23.1896569044406,,,,
52127,NAM_parents,CML069,07S-2050-05A,13.3592997681876,4.09204524363392,1.46836722215069,1.56859830316706,132.734384299846,149.308970741975,4,1.02036632457421,1.19465044687808,0.0342572726786705,0.0629703118323508,22.5080524840199,21.5449465054856,,,,
52331,NAM_parents,CML228,07S-2052-01A,12.9861495543189,3.92362585916236,1.38257838623458,1.53685241400152,157.618892176706,181.989616906178,4,1.55909272820199,1.19098985231523,0.029697448665975,0.0371030193884927,9.59120481643085,9.01946914271825,,,,
51726,calibration,cal-48,cal-48,11.4302393035987,2.84522790966189,1.16878042019317,1.36524307986846,151.180774515113,192.284176282253,5,1.22623501754028,0.432347970978884,0.0401569910456586,0.0390119373476785,24.6204337423964,30.9193418711628,,,,
51906,NAM_parents,B73,07S-2047-01B,11.437702613962,2.73769170410899,1.22265762631917,1.3847467653436,174.633702271771,205.611996764099,4,1.07917327070941,0.447037945953476,0.0417839476123423,0.019158175992756,24.0864265858492,27.7456907044208,,,,
52291,NAM_parents,CML103,07S-2051-04B,11.2346562405524,2.44299933624864,1.32460237817179,1.44564561428474,195.701807268168,230.328018423527,4,0.72185842747992,1.59895353117404,0.0412163029370604,0.0552942356271908,32.1844672102715,32.8345785878849,,,,
51582,calibration,cal-45,cal-45,12.5196414167216,3.83092598509187,1.4306430659186,1.552402626884,169.148871447351,190.78677808064,5,1.52465730584538,0.342388826580796,0.0552906702776041,0.0270595743833887,8.4443942205855,7.85064258013579,,,,
51570,calibration,cal-44,cal-44,13.0707680957036,6.97388976571952,1.34829763811069,1.5097049360708,90.1418784693304,103.130081317307,5,0.923335551828842,0.551590654456799,0.0505341547598208,0.0374628722527794,17.7557565782925,23.3736311515434,,,,
51832,NAM_parents,W22^ACR,04S-5253-07B,12.7117080767348,2.68644730378025,1.4391137335275,1.53514575110238,169.528341328223,192.35746740357,4,1.01567003115431,0.431174713054096,0.0483660525066189,0.0327208113533,9.45124684801992,10.3270364232065,,,,
51467,calibration,cal-42,cal-42,13.5747258423161,2.84689190892568,1.5378470805414,1.60474285397521,203.875674925418,222.70050195724,5,0.712652289959932,0.362926916927605,0.0301160630406198,0.0131459800537288,6.75108163306138,7.26779079250143,,,,
51516,calibration,cal-43,cal-43,10.9941535291589,3.14613273880559,1.35822572277863,1.45420544803392,213.571365011469,241.230679582596,5,0.637644171236266,0.354497258285934,0.0238848814163064,0.0248070711699601,18.3379512535206,22.6720033122793,,,,
52119,NAM_parents,CML052,07S-2049-02B,12.1714754604415,2.74234635284317,1.52388331449607,1.55250380269317,177.833448013841,187.379084105496,4,1.74444663789729,0.252750855606582,0.0587434824670523,0.0276305312969815,13.4105506671899,6.13771830459886,,,,
52059,NAM_parents,CML052,07S-2049-02A,12.9989197581034,1.56649839843585,1.43212265053526,1.54329813937171,188.736946285628,205.616449394911,4,1.70210062678884,0.356429382080128,0.0535942761529866,0.0345282636523505,7.68827697010575,15.5624255633122,,,,
51740,calibration,cal-48,cal-48,13.488729731417,1.66769240134483,1.27756382843266,1.48429730991352,82.5769823798853,111.695198455119,5,1.16845120684519,0.855880669442641,0.033537463476258,0.0248476193851302,29.7387698517754,35.5977117144734,,,,
